test,1,6.81569390176,2.58523301552,-11.7812824422,-8.1875564816,6.34384494167,-3.01572617321,2.14863528189,1.35853694221,0.619979107396,13.8257450444,-4.60018824842,0.350475513753,7.11634347537
test,1,6.7701999855,1.1278336849,-14.6706653562,-11.4029326272,5.36161564794,-5.81020220976,0.284900576503,1.10019049904,-4.21540243955,7.38582335009,-3.63234385013,1.25119758919,1.01895540625
test,1,6.64998491485,1.46706282689,-14.0326758215,-10.9170258152,4.66965178768,-7.49163286252,-1.98607030959,3.57745881345,2.87395951851,12.3572521551,0.869678832371,-1.47422654869,-6.12663103877
test,1,6.57999813807,3.17792557382,-12.7351621249,-10.7338890644,4.62344368549,-5.7075651675,-4.49324537406,1.79402089134,6.52023824827,9.35111450226,-1.96060520454,-0.0382876674806,-6.50863717206
test,1,6.5032156347,2.87151782109,-11.2323406306,-8.81867241667,0.123894691106,-4.67032715811,-7.56514766828,-5.12400830407,-0.405413754671,3.33775793709,-8.31797195543,-1.83781849357,1.09425429177
test,1,6.59699968186,2.22084992797,-9.81883259765,-4.27002138275,2.53833475076,-7.29957678518,-3.9695995823,5.84026853245,3.40628210127,3.49617250832,-15.5992465158,-1.50975028112,0.602793479078
test,1,6.7049112714,3.34535898953,-10.4785003225,-7.00217774737,0.162834240421,-9.97355177902,-5.36467330989,4.44778587482,3.15257463504,10.4263539908,-6.77641757607,0.0959857370373,-8.13357733047
test,1,6.68668520425,3.74714487458,-10.4998531121,-6.89831020441,4.90490708354,-10.1758062646,-7.36508344158,-2.57046232738,0.891398179333,17.238565456,-0.85581569005,2.29763167304,-7.03089101513
test,1,6.64027744635,2.90693903604,-11.0213457275,-7.22380605617,3.42842427743,-13.6305006455,-8.5520416047,-6.9356027407,-5.61274568177,19.3719866777,-6.30349693819,-1.56231240739,-2.93949636536
test,1,6.69708081175,1.0511656685,-11.4529888996,-2.66755969229,11.0725256182,-5.73426393939,-0.850570317432,-4.38096167376,-12.5534706985,21.724857405,-7.39282901404,2.3862136298,1.7215079744
test,1,7.1833331299,-2.15609956857,-13.3949729254,-3.62717696397,7.67876438359,-6.58664650015,4.03490506836,-1.72390560495,-16.8445359867,34.3220920358,-7.14267247626,-1.23973568044,3.14583279138
test,1,7.36456178871,-4.21463358023,-15.9984947202,-6.72216879298,3.03196078508,-9.96423650586,0.315055534151,-2.61946812173,-18.8862395793,34.3833370005,-6.47374050181,-1.37536078158,2.68355504998
test,1,7.67181927298,-4.1588534333,-16.7870052544,-9.43617319258,3.60681839909,-11.6633841373,-0.683764757229,-4.7789497203,-15.3890799733,33.7075632081,-14.424017623,-10.9357122991,-2.19115999034
test,1,7.99730209085,-4.96349504597,-17.2341523746,-9.41504763503,1.54184637163,-13.8847696957,0.246837582273,-4.75720080305,-24.485185141,34.7614205379,-21.1114038822,-7.8431715046,2.70816225839
test,1,11.8941843949,-18.5203396289,-14.8141069801,11.7918967361,-4.5784928686,-6.62007856679,6.19745524064,9.42815108042,-54.6263026327,65.7651922971,-33.1142323731,-6.70943624406,12.329610819
test,1,12.2227615723,-21.3935458115,-18.4912878203,9.71913022529,-5.07307319596,-7.99518113449,7.59050180409,13.9088022593,-52.7817267718,74.8863822866,-32.3557431719,-2.28712557566,15.7906327194
test,1,12.0279151114,-23.938035434,-19.8498760529,12.4611875963,-13.4896875342,-7.88213584447,-1.77082800607,7.53393530898,-49.2995037889,58.6533222408,-28.4983766344,-5.97992964341,3.51147057961
test,1,11.3431508232,-17.7367054142,-16.3719837017,-1.4940874226,2.78334091763,-21.2230299983,5.83520104858,5.31348544052,-52.8933463084,72.1583240394,-30.0982301416,-13.7729944683,12.9147989339
test,1,11.3207895478,-13.3515437288,-16.4354490306,1.71634464823,2.01769618354,-22.0976653153,6.86432398918,8.96824440317,-55.9467105801,75.5839304077,-39.1603868511,-7.95044663812,11.4900675626
test,1,11.1398518902,-17.0926726067,-15.069198216,5.35455692834,-6.04331735483,-11.9192544107,9.40573669561,2.94383429917,-38.270443259,60.3776057911,-28.9714129618,-5.025604099,6.72690085127
test,1,10.2041681238,-14.6399925744,-14.206985235,4.43867059643,-7.24057125367,-6.83950827573,-0.490089071468,-0.0174188596747,-37.2235530016,55.8343639015,-24.1249984518,-8.62614592589,9.13072462299
test,1,9.89701672627,-11.5224273362,-15.1762086497,2.73031476771,4.04513223844,-9.64721216565,5.53194686322,-0.478925223932,-42.718729955,58.5667387037,-25.8987009217,0.422403182199,14.7157786433
test,1,9.48778714908,-10.8485297941,-17.1963746896,1.30289816048,8.21988264889,-13.5943198023,7.12418081671,0.145761631732,-43.9071475972,56.5376532876,-24.7561334644,3.50405886138,13.1983370254
test,1,8.58113684985,-8.30861790601,-16.8476095048,-6.69217548011,3.71691214165,-12.766501422,3.4323494306,-8.53731624444,-31.9484412246,42.8550834253,-14.779613585,2.20405576324,10.0990967896
test,1,8.04973632794,-6.07274562232,-17.2210671377,-5.29267042837,1.68350734903,-12.6825893029,3.44455478211,-2.65186829359,-33.5622609489,30.9431838965,-17.7955117388,6.54636949924,9.09845216867
test,1,7.57325257303,-3.16784394749,-15.9976310332,-5.46908830503,8.19940300137,-14.5061659531,-1.18314988485,-5.59850721132,-34.3327872314,17.2080238723,-19.7055306043,7.01283918684,10.9937585833
test,1,7.60918971574,-3.11743885136,-15.1801452114,-2.88523775892,13.9803552762,-9.38114641835,0.123662627051,-4.34280371561,-25.1686503467,22.8377738563,-14.4963370996,2.69677109163,3.0337359312
test,1,7.74268945616,-2.33934096681,-16.657763468,-8.23262890116,12.4940951334,-7.4584779818,4.20826481674,-6.86851230879,-21.1575166096,27.3183174356,-8.54011877155,3.49917483018,3.59672373855
test,1,7.67857705536,-2.19389847903,-18.1807804181,-10.3356993687,14.082853506,-8.08170863065,6.99804422763,-1.06814653566,-13.6992045507,27.1181675344,-9.9142319536,1.15394438914,-2.00562438816
test,1,7.54816989971,-2.77032318785,-16.2073279564,-6.34987525098,8.67801642359,-9.30876531407,0.809106646861,0.0612331148253,-8.83678835202,26.8970736727,-14.3758180395,-2.54961275023,-2.62716983484
test,1,7.45601503089,-3.85789116535,-15.0425392465,-3.35180394567,5.91521681296,-5.79089105277,-1.93590137096,-1.94088247069,-7.24111262246,23.7850651412,-14.3095948361,-4.60823603899,-6.16245108945
test,1,7.50271271189,-5.75704267037,-16.7368343208,-4.43484305706,4.05708275752,-3.95807831923,1.53340164496,-3.96711296608,-16.4321834525,21.5840439383,-10.1346625108,1.10897456811,-0.595541277067
test,1,7.55822780693,-3.8054165591,-14.7462554986,-3.46762999809,5.58443456693,-1.56386215645,1.33936158499,-8.92486738094,-18.7081225068,21.4641526454,-3.77386057527,8.1843482849,3.89879351946
test,1,7.67817419172,-3.49009740801,-16.1418313797,-7.52560875232,6.63851599384,-0.63333557215,1.08681663989,-11.0707736867,-14.5423229247,19.7220306102,-6.77784792058,7.55980924413,3.10193991678
test,1,7.74962945607,-4.98830847248,-17.5943853992,-5.90930560174,5.64950388026,-1.98854782343,3.49398592248,-2.40042220534,-15.7389555589,17.4723411541,-12.6166570543,2.51797056429,-0.380586932749
test,1,7.72275940286,-6.80141758741,-19.6150843037,-8.00385467811,5.61046594329,-5.24654218172,2.79680436163,-5.53850529502,-19.605738161,20.2773182798,-16.0005741447,-5.93584408326,-5.5435743134
test,1,7.80604084909,-5.80479659999,-17.0897150679,-6.01546815688,6.15765613132,-3.97313480773,3.20614086754,-4.00988940679,-13.7530771645,35.9805476807,-3.95313436284,3.30652947641,5.22356747766
test,1,7.76690379867,-5.18511480769,-16.3629724221,-4.54618005427,7.5873546254,-4.48646425053,2.78169118831,-1.8390631445,-13.2365679339,35.4942741529,-7.825520379,7.39929439788,6.13589122682
test,1,7.81925672662,-6.12180798011,-15.7887756601,-1.37632192882,12.3627213017,-0.446473096614,2.01426983278,-6.04376793571,-15.6692614703,32.4640424748,-8.71499620006,6.75001108214,5.6703532264
test,1,7.84233528501,-8.14406486425,-18.4160294811,-0.75275703557,13.9520107002,-2.15340381606,4.12453691453,1.40413996163,-16.6040998428,28.8753803453,-12.5372715317,-0.480785862483,-2.64879303258
test,1,7.83329031258,-6.26442951874,-18.2931385137,-4.94219229986,4.89554028062,-13.2837638775,-3.20236182592,-4.77555658717,-22.686000836,24.4621852979,-17.1922407055,-2.00391843201,-3.26995552402
test,1,7.82637017816,-6.59050105321,-18.8214875268,-5.89909911855,2.57042343252,-15.689535103,-9.30632164313,-10.2332587031,-23.2252561944,23.026688226,-10.2970382143,3.74132311661,-0.684270922285
test,1,7.73803583893,-5.95446378673,-17.717264836,-5.90294675341,-0.534887233932,-12.5779910096,-5.77090770543,-4.59175425384,-13.9979182986,30.1163653623,-6.18604145318,5.27742830773,0.221127453912
test,1,7.95836162599,-5.36858517772,-15.5188707283,-1.302668145,6.97161931162,-6.31781211938,0.599021725505,-4.57824896012,-19.4702201386,32.4912519227,-10.3814121713,6.03412623042,6.93214309426
test,1,8.53795645157,-8.02857060211,-17.7674515518,-1.18895869391,9.75116281656,-7.34883743877,4.98705385704,1.70739181186,-24.794725344,34.8466330802,-22.4634464767,-2.71378614467,0.694993402535
test,1,8.57284147598,-9.41135094114,-19.3423944062,-3.89904450429,6.15027040838,-9.28478819735,-1.09713506441,-5.15894740009,-29.1085744554,30.2114178312,-21.5167948594,-6.29684838257,1.03975695089
test,1,8.80020988372,-11.7325907709,-22.2133961141,-4.82726824641,10.0681119701,0.456871651577,2.46381262051,-11.2000344752,-24.0311781633,20.7545567639,-17.7376733958,-1.81055964019,-4.17747031898
test,1,10.5494228914,-12.454148931,-21.5786279979,-9.65714640179,3.34195156857,-0.337661281351,20.3290071641,-15.7770592281,-44.3410132445,39.2831503788,-21.8146825113,16.6213780743,21.7492237445
test,1,13.0457078245,-20.6793983178,-29.4138336642,-26.1115595768,7.26647085176,1.81710803216,33.7212473267,-27.2463125156,-55.6327451501,42.7379512848,-5.83789804972,3.83781986815,8.44254901785
test,1,14.603903857,-11.2481886899,-19.4916206873,-23.168778396,14.8539013466,1.10686829717,44.6906237463,-19.1821752559,-61.108338142,39.5842781078,4.7120233166,1.11807907189,4.99647686238
test,1,15.54637368,-12.9602713009,-27.4857115276,-23.326393086,32.6308611805,-12.8551907897,44.5831325447,-3.49758164376,-78.3763424261,44.9864740473,-8.15438852657,7.82200040117,18.8678735585
test,1,16.32330616,-24.8127499615,-34.8624141976,-12.0264674775,25.7415025833,1.9686213965,34.1397568745,-5.90871464272,-68.5046233162,28.6600382791,-5.32505487849,17.2296524111,10.9349024574
test,1,16.7848471782,-17.0238743893,-30.6042180286,-13.5818897696,21.1051254521,-6.86547247771,27.5828308924,4.69942296158,-55.0575022455,28.3480870039,-5.69158345962,9.57372485685,4.4533946768
test,1,17.1211514688,-30.7763593849,-45.8047121777,-22.7352262592,22.1644219776,-0.783026762789,22.8462170435,-4.77717760844,-49.4632315613,21.1405678515,-7.54908523011,10.7386803578,5.06410212805
test,1,17.3641033233,-28.9387935059,-43.2709969791,-18.8475824974,26.8325981428,-0.0401241826958,25.5162227087,-5.06477000141,-46.6351504618,29.2477229917,-11.9913063531,9.11761648737,4.31190605466
test,1,17.5064903608,-20.9282352114,-33.5664357712,-11.3506647339,26.4299359898,-3.48129368738,16.133586936,-1.9199470282,-43.539286554,35.8999761104,-15.8898696484,1.60439282847,10.2510087685
test,1,18.3941416186,-20.7386737764,-30.0305164669,-2.874534708,20.2207821413,-7.36907713376,15.5416884187,5.05202120873,-45.9153223089,33.5088995588,-16.5895400487,7.5838178101,1.11154064046
test,1,18.8851599967,-34.116835384,-43.0688638337,-6.04982157623,34.097468027,-1.04551011937,21.4155081338,-0.178152782911,-59.8668005407,39.5380422266,-15.0960499101,11.7378034519,3.13234011883
test,1,19.1396683449,-23.2324990774,-33.4488801843,-3.4799765146,27.0692982293,-4.91074217045,18.000690953,4.20660087324,-50.0315845226,33.7482688516,-15.7697105024,7.83434344054,-0.219531735002
test,1,19.1823746842,-26.0546374424,-37.7004308772,-8.73254355311,28.8320666809,-0.820189139769,24.1857806118,2.00843287331,-54.9459720558,31.2466609223,-20.5930848157,9.50837665619,7.84253126895
test,1,19.3373028132,-30.5093727271,-42.6942527907,-11.1480092973,26.0564114882,-3.6854648703,25.6702170379,9.8723606568,-55.2419608083,30.1089450004,-18.339643452,12.8272645677,5.84219833831
test,1,19.2138785377,-22.0350629065,-31.9248205987,-3.15615073885,25.2194913333,-3.15553457637,19.3117544234,0.799410256103,-52.2005125961,29.0381492528,-12.8594912864,15.1793798285,2.91946552191
